Age,Attrition,EmployeeNumber,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus, MonthlyIncome ,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
59,No,1283,Male,Travel_Rarely,Research & Development,18,4,Medical,4,3,3,Manufacturing Director,4,Single,10512,6,Y,No,12,3,4,25,6,2,9,7,5,4
34,No,1285,Female,Travel_Frequently,Research & Development,19,3,Medical,3,3,2,Laboratory Technician,2,Divorced,4444,4,Y,No,13,3,3,15,2,4,11,8,5,10
28,No,1286,Male,Travel_Frequently,Research & Development,1,4,Medical,4,3,1,Laboratory Technician,3,Single,2154,0,Y,Yes,11,3,3,5,2,2,4,2,0,2
44,No,1288,Male,Travel_Rarely,Research & Development,4,2,Life Sciences,3,4,5,Manager,1,Divorced,19190,1,Y,No,14,3,4,26,4,2,25,9,14,13
34,No,1289,Male,Travel_Frequently,Human Resources,11,3,Life Sciences,3,2,2,Human Resources,2,Married,4490,4,Y,No,11,3,4,14,5,4,10,9,1,8
35,No,1291,Male,Travel_Rarely,Research & Development,6,1,Life Sciences,3,3,1,Research Scientist,3,Married,3506,0,Y,Yes,14,3,4,4,3,3,3,2,2,2
42,No,1292,Female,Travel_Rarely,Research & Development,7,4,Medical,2,4,2,Research Scientist,2,Married,2372,6,Y,Yes,16,3,4,18,2,3,1,0,0,0
43,No,1293,Female,Travel_Rarely,Sales,4,4,Marketing,4,2,3,Sales Executive,4,Single,10231,3,Y,No,14,3,4,23,3,4,21,7,15,17
36,No,1294,Female,Travel_Rarely,Research & Development,2,4,Life Sciences,3,3,2,Manufacturing Director,2,Single,5410,9,Y,Yes,11,3,4,18,2,3,16,14,5,12
44,Yes,1295,Female,Travel_Rarely,Research & Development,15,3,Medical,1,3,3,Healthcare Representative,4,Married,7978,1,Y,No,11,3,4,10,2,3,10,7,0,5
28,No,1296,Male,Travel_Frequently,Research & Development,2,3,Life Sciences,4,2,1,Laboratory Technician,4,Married,3867,1,Y,Yes,12,3,2,2,2,3,2,2,2,2
51,No,1297,Female,Travel_Frequently,Research & Development,6,2,Medical,2,2,1,Laboratory Technician,3,Single,2838,0,Y,No,14,3,2,8,6,2,7,0,7,7
30,No,1298,Female,Non-Travel,Research & Development,9,2,Medical,3,3,2,Manufacturing Director,3,Single,4695,7,Y,Yes,18,3,3,10,3,3,8,4,1,7
29,Yes,1299,Female,Travel_Rarely,Research & Development,7,3,Technical Degree,2,3,1,Laboratory Technician,3,Divorced,3339,3,Y,Yes,13,3,1,10,2,3,7,7,7,7
28,No,1301,Male,Travel_Rarely,Research & Development,1,3,Technical Degree,4,3,1,Research Scientist,1,Single,2080,2,Y,No,11,3,2,5,2,2,3,2,1,2
25,No,1303,Female,Travel_Rarely,Research & Development,1,3,Medical,4,3,1,Research Scientist,2,Single,2096,1,Y,No,18,3,4,2,3,2,2,2,2,1
32,No,1304,Male,Travel_Rarely,Sales,8,3,Medical,3,4,2,Sales Executive,4,Married,6209,1,Y,No,15,3,3,10,4,4,10,7,0,8
45,No,1306,Female,Travel_Frequently,Research & Development,25,3,Medical,2,3,5,Manager,2,Single,18061,3,Y,No,22,4,3,22,4,3,0,0,0,0
39,No,1307,Female,Travel_Rarely,Research & Development,13,4,Medical,3,2,4,Manager,2,Divorced,17123,6,Y,Yes,13,3,4,21,4,3,19,9,15,2
58,No,1308,Male,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3,1,Research Scientist,3,Divorced,2372,1,Y,No,12,3,4,2,3,3,2,2,2,2
32,Yes,1309,Male,Travel_Rarely,Research & Development,7,2,Life Sciences,4,3,2,Laboratory Technician,3,Married,4883,1,Y,No,18,3,1,10,3,3,10,4,1,1
39,Yes,1310,Male,Travel_Rarely,Research & Development,23,3,Medical,3,3,1,Research Scientist,1,Single,3904,0,Y,No,13,3,1,6,2,3,5,2,0,3
30,No,1311,Female,Travel_Rarely,Research & Development,6,3,Technical Degree,1,2,2,Laboratory Technician,4,Married,4627,0,Y,No,12,3,1,10,6,3,9,2,6,7
36,No,1312,Female,Travel_Rarely,Research & Development,10,4,Technical Degree,4,3,3,Healthcare Representative,3,Married,7094,3,Y,No,12,3,1,10,0,3,7,7,1,7
46,No,1314,Female,Travel_Rarely,Human Resources,1,2,Life Sciences,4,3,1,Human Resources,1,Single,3423,6,Y,No,12,3,3,10,3,4,7,6,5,7
28,No,1315,Female,Non-Travel,Research & Development,1,3,Life Sciences,3,1,2,Laboratory Technician,4,Married,6674,0,Y,No,11,3,1,10,6,3,9,8,7,5
50,No,1317,Female,Travel_Rarely,Research & Development,28,3,Life Sciences,4,3,4,Research Director,1,Married,16880,4,Y,Yes,11,3,2,25,2,3,3,2,1,2
40,Yes,1318,Male,Travel_Rarely,Sales,25,4,Marketing,4,2,3,Sales Executive,2,Single,9094,2,Y,Yes,12,3,3,9,2,3,5,4,1,0
52,Yes,1319,Male,Travel_Rarely,Sales,5,3,Life Sciences,2,3,3,Sales Executive,2,Single,8446,9,Y,Yes,19,3,3,10,2,2,8,7,7,7
30,No,1321,Female,Travel_Rarely,Research & Development,17,4,Medical,2,3,3,Manager,1,Married,11916,1,Y,Yes,23,4,4,9,2,3,9,1,0,8
39,No,1322,Male,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3,2,Manufacturing Director,3,Single,4534,0,Y,No,11,3,1,9,6,3,8,7,1,7
31,No,1324,Female,Non-Travel,Sales,2,4,Life Sciences,4,3,3,Sales Executive,3,Divorced,9852,1,Y,Yes,19,3,1,10,5,2,10,8,9,6
41,No,1329,Male,Non-Travel,Sales,10,2,Medical,3,1,2,Sales Executive,2,Single,6151,1,Y,No,13,3,1,19,4,3,19,2,11,9
31,Yes,1331,Female,Travel_Frequently,Sales,1,3,Life Sciences,4,3,1,Sales Representative,2,Single,2302,1,Y,Yes,11,3,1,3,2,4,3,2,2,2
44,Yes,1333,Male,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3,1,Laboratory Technician,1,Married,2362,4,Y,No,12,3,3,10,4,4,3,2,1,2
42,No,1334,Male,Non-Travel,Research & Development,2,1,Life Sciences,3,3,4,Manager,3,Married,17861,0,Y,Yes,13,3,4,21,3,2,20,8,2,10
55,No,1336,Female,Travel_Rarely,Research & Development,2,2,Medical,4,1,5,Manager,3,Married,19187,4,Y,No,14,3,4,23,5,3,19,9,9,11
56,No,1338,Male,Travel_Rarely,Human Resources,8,4,Life Sciences,4,3,5,Manager,2,Single,19717,6,Y,No,14,3,1,36,4,3,7,3,7,7
40,No,1340,Male,Non-Travel,Research & Development,16,2,Life Sciences,3,3,1,Research Scientist,3,Divorced,3544,9,Y,No,16,3,2,6,0,3,4,2,0,0
34,No,1344,Male,Travel_Rarely,Research & Development,9,3,Life Sciences,4,3,3,Healthcare Representative,4,Divorced,8500,0,Y,No,11,3,4,10,0,2,9,7,1,6
40,No,1346,Male,Travel_Rarely,Research & Development,2,3,Life Sciences,3,3,2,Research Scientist,4,Single,4661,1,Y,No,13,3,3,9,4,3,9,8,8,8
41,No,1349,Female,Travel_Frequently,Sales,1,3,Marketing,3,3,2,Sales Executive,1,Divorced,4103,0,Y,No,17,3,4,10,2,3,9,3,1,7
35,No,1350,Male,Travel_Frequently,Research & Development,4,4,Life Sciences,3,3,2,Research Scientist,3,Single,4249,1,Y,Yes,11,3,2,9,3,3,9,6,1,1
51,No,1352,Male,Travel_Rarely,Human Resources,5,3,Life Sciences,3,3,4,Manager,2,Divorced,14026,1,Y,Yes,11,3,2,33,2,3,33,9,0,10
38,No,1355,Female,Travel_Rarely,Sales,2,2,Life Sciences,2,3,2,Sales Executive,1,Divorced,6893,3,Y,No,15,3,4,11,3,3,7,7,1,7
34,No,1356,Female,Travel_Rarely,Sales,15,2,Medical,3,3,2,Sales Executive,1,Single,6125,1,Y,No,12,3,4,10,6,4,10,8,9,6
25,No,1358,Male,Travel_Rarely,Research & Development,19,1,Medical,4,3,1,Laboratory Technician,4,Married,3669,3,Y,No,11,3,3,7,6,2,3,2,1,2
58,Yes,1360,Female,Travel_Rarely,Research & Development,7,4,Medical,3,2,3,Manufacturing Director,1,Married,10008,7,Y,Yes,14,3,4,31,0,2,10,9,5,9
40,No,1361,Male,Travel_Rarely,Research & Development,1,4,Life Sciences,2,3,1,Laboratory Technician,2,Married,2387,3,Y,No,22,4,3,7,3,3,4,2,0,3
36,No,1362,Female,Travel_Frequently,Sales,7,3,Marketing,1,4,2,Sales Executive,1,Married,4639,2,Y,No,16,3,4,17,2,2,15,7,6,13
48,No,1363,Male,Travel_Rarely,Research & Development,4,3,Life Sciences,4,3,3,Manufacturing Director,4,Single,7898,1,Y,No,11,3,3,11,2,3,10,9,0,8
27,No,1364,Female,Travel_Rarely,Sales,11,3,Medical,3,4,1,Sales Representative,4,Married,2534,8,Y,No,14,3,2,5,4,3,1,0,0,0
51,No,1367,Female,Travel_Rarely,Research & Development,11,2,Technical Degree,4,2,4,Manufacturing Director,2,Single,13142,3,Y,No,16,3,2,29,1,2,5,2,0,3
18,No,1368,Female,Non-Travel,Research & Development,1,3,Life Sciences,4,3,1,Laboratory Technician,4,Single,1611,1,Y,No,15,3,3,0,5,4,0,0,0,0
35,No,1369,Female,Travel_Rarely,Research & Development,1,3,Medical,4,2,2,Laboratory Technician,4,Married,5363,0,Y,No,12,3,2,10,0,3,9,7,0,0
27,No,1371,Male,Travel_Frequently,Sales,2,1,Life Sciences,4,1,2,Sales Executive,4,Single,5071,3,Y,No,20,4,2,8,3,3,6,2,0,0
55,Yes,1372,Male,Travel_Rarely,Sales,13,4,Marketing,1,4,4,Sales Executive,3,Single,13695,6,Y,Yes,17,3,3,24,2,2,19,7,3,8
56,No,1373,Male,Travel_Rarely,Research & Development,23,3,Life Sciences,4,3,4,Manufacturing Director,2,Married,13402,4,Y,Yes,12,3,1,33,0,3,19,16,15,9
34,No,1374,Female,Non-Travel,Research & Development,26,1,Technical Degree,1,2,1,Research Scientist,3,Divorced,2029,1,Y,No,20,4,3,5,2,3,5,4,0,0
40,No,1375,Female,Travel_Rarely,Research & Development,2,1,Medical,2,4,2,Healthcare Representative,3,Divorced,6377,5,Y,No,20,4,2,15,0,3,12,11,11,8
34,No,1377,Male,Travel_Rarely,Research & Development,29,3,Medical,2,3,2,Laboratory Technician,3,Married,5429,4,Y,No,13,3,1,10,1,3,8,7,7,7
31,Yes,1379,Female,Travel_Frequently,Sales,2,3,Life Sciences,3,2,1,Sales Representative,4,Single,2785,7,Y,No,14,3,3,3,3,4,1,0,0,0
35,Yes,1380,Female,Travel_Frequently,Sales,18,4,Marketing,4,3,2,Sales Executive,3,Married,4614,0,Y,Yes,18,3,3,5,0,2,4,2,3,2
38,No,1382,Male,Travel_Frequently,Research & Development,7,3,Life Sciences,4,4,1,Research Scientist,3,Divorced,2610,1,Y,No,11,3,4,4,2,3,4,2,0,3
34,No,1383,Female,Travel_Rarely,Research & Development,2,4,Technical Degree,3,3,2,Healthcare Representative,4,Single,6687,1,Y,No,11,3,4,14,2,4,14,11,4,11
28,No,1387,Male,Travel_Rarely,Sales,26,3,Life Sciences,3,2,2,Sales Executive,1,Married,4724,1,Y,No,11,3,3,5,0,3,5,3,0,4
31,Yes,1389,Male,Travel_Rarely,Research & Development,22,4,Medical,4,3,2,Manufacturing Director,3,Married,6179,1,Y,Yes,15,3,4,10,3,2,10,2,6,7
39,No,1390,Male,Travel_Rarely,Sales,21,4,Life Sciences,1,2,2,Sales Executive,4,Married,6120,3,Y,Yes,12,3,4,8,2,4,5,4,1,4
51,No,1391,Male,Travel_Frequently,Sales,2,3,Marketing,2,3,3,Sales Executive,2,Married,10596,2,Y,No,11,3,2,14,5,3,4,2,3,2
41,No,1392,Female,Travel_Frequently,Research & Development,22,3,Life Sciences,4,3,2,Research Scientist,4,Divorced,5467,3,Y,Yes,14,3,1,12,4,2,6,2,3,3
37,No,1394,Male,Travel_Rarely,Research & Development,4,1,Life Sciences,3,3,1,Research Scientist,3,Married,2996,7,Y,Yes,15,3,4,8,2,3,6,4,1,3
33,No,1395,Male,Travel_Frequently,Sales,5,1,Life Sciences,2,3,2,Sales Executive,4,Married,9998,6,Y,No,13,3,1,8,2,4,5,4,1,2
32,No,1396,Male,Travel_Rarely,Sales,2,1,Marketing,3,3,2,Sales Executive,2,Married,4078,0,Y,Yes,13,3,1,4,3,2,3,2,1,2
39,No,1397,Male,Non-Travel,Research & Development,25,2,Life Sciences,3,3,3,Healthcare Representative,3,Married,10920,3,Y,No,21,4,2,13,2,3,6,4,0,5
25,No,1399,Male,Travel_Rarely,Sales,18,1,Life Sciences,1,4,2,Sales Executive,3,Married,6232,2,Y,No,11,3,2,6,3,2,3,2,1,2
52,No,1401,Female,Travel_Frequently,Research & Development,28,2,Medical,4,4,4,Manufacturing Director,3,Married,13247,2,Y,Yes,11,3,2,24,3,2,5,3,0,2
43,No,1402,Female,Travel_Rarely,Research & Development,6,3,Medical,1,2,2,Research Scientist,3,Single,4081,1,Y,Yes,14,3,1,20,3,1,20,7,1,8
27,No,1403,Female,Travel_Rarely,Sales,10,3,Marketing,4,2,2,Sales Executive,4,Married,5769,1,Y,Yes,11,3,4,6,3,3,6,2,4,4
27,Yes,1405,Female,Travel_Rarely,Research & Development,17,4,Life Sciences,4,3,1,Research Scientist,3,Single,2394,1,Y,Yes,13,3,4,8,2,3,8,2,7,7
26,No,1407,Male,Travel_Rarely,Research & Development,2,1,Medical,1,2,1,Research Scientist,4,Single,3904,0,Y,No,12,3,4,5,2,3,4,3,1,1
42,No,1408,Female,Travel_Rarely,Human Resources,10,3,Human Resources,3,3,4,Manager,1,Married,16799,0,Y,No,14,3,3,21,5,3,20,7,0,9
52,No,1409,Female,Travel_Rarely,Research & Development,8,4,Other,3,3,1,Laboratory Technician,1,Married,2950,9,Y,No,13,3,3,12,2,1,5,4,0,4
37,No,1411,Female,Travel_Rarely,Research & Development,11,3,Medical,1,3,1,Laboratory Technician,3,Single,3629,4,Y,No,18,3,1,8,6,3,3,2,0,2
35,No,1412,Male,Travel_Frequently,Research & Development,18,2,Life Sciences,3,3,3,Manufacturing Director,4,Single,9362,2,Y,No,11,3,3,10,2,3,2,2,2,2
25,No,1415,Male,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3,1,Laboratory Technician,4,Married,3229,4,Y,No,11,3,2,7,2,2,3,2,0,2
26,No,1417,Male,Travel_Rarely,Research & Development,7,3,Other,3,4,1,Laboratory Technician,1,Single,3578,0,Y,No,12,3,4,8,2,3,7,7,0,7
29,No,1419,Male,Travel_Rarely,Human Resources,17,3,Other,2,2,3,Human Resources,1,Single,7988,1,Y,No,13,3,1,10,3,2,10,9,0,9
49,Yes,1420,Male,Travel_Frequently,Research & Development,28,2,Life Sciences,1,2,2,Laboratory Technician,1,Single,4284,3,Y,No,20,4,1,20,2,3,4,3,1,3
29,Yes,1421,Female,Travel_Frequently,Research & Development,14,1,Other,3,3,3,Healthcare Representative,4,Single,7553,0,Y,Yes,12,3,1,9,1,3,8,7,7,7
54,No,1422,Female,Travel_Rarely,Research & Development,1,3,Medical,4,3,4,Research Director,4,Single,17328,6,Y,No,19,3,4,29,3,2,20,7,12,7
58,No,1423,Female,Travel_Rarely,Research & Development,1,3,Medical,4,3,5,Research Director,1,Married,19701,3,Y,Yes,21,4,3,32,3,3,9,8,1,5
55,No,1424,Male,Travel_Rarely,Research & Development,1,4,Medical,2,4,4,Research Director,4,Divorced,14732,2,Y,No,13,3,4,31,4,4,7,7,0,0
36,No,1425,Female,Travel_Rarely,Sales,3,4,Marketing,1,3,2,Sales Executive,2,Single,9278,3,Y,Yes,16,3,4,15,3,3,5,4,0,1
31,Yes,1427,Female,Travel_Frequently,Sales,1,4,Life Sciences,2,1,1,Sales Representative,3,Single,1359,1,Y,No,12,3,2,1,3,3,1,0,0,0
30,No,1428,Female,Travel_Rarely,Sales,7,4,Marketing,4,3,2,Sales Executive,1,Divorced,4779,7,Y,No,14,3,2,8,3,3,3,2,0,2
31,No,1430,Female,Travel_Rarely,Research & Development,8,5,Life Sciences,1,3,4,Research Director,2,Single,16422,3,Y,No,11,3,3,9,3,4,3,2,1,0
34,No,1431,Male,Travel_Frequently,Research & Development,1,4,Other,4,3,1,Research Scientist,1,Divorced,2996,5,Y,No,14,3,3,10,2,3,4,3,1,3
31,Yes,1433,Female,Travel_Rarely,Research & Development,8,3,Life Sciences,1,2,1,Research Scientist,2,Single,1261,1,Y,No,12,3,3,1,3,4,1,0,0,0
27,No,1434,Male,Travel_Rarely,Research & Development,11,1,Life Sciences,2,3,1,Laboratory Technician,1,Married,2099,0,Y,No,14,3,2,6,3,4,5,0,1,4
36,No,1435,Male,Travel_Rarely,Research & Development,4,4,Life Sciences,1,2,2,Laboratory Technician,4,Single,5810,1,Y,No,16,3,3,10,2,2,10,4,1,8
36,No,1436,Female,Travel_Rarely,Sales,16,4,Marketing,3,2,2,Sales Executive,1,Married,5647,4,Y,No,13,3,1,11,3,2,3,2,0,2
47,No,1438,Male,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3,1,Research Scientist,4,Married,3420,7,Y,No,12,3,3,17,2,2,6,5,1,2
25,Yes,1439,Male,Travel_Rarely,Sales,9,2,Life Sciences,1,2,1,Sales Representative,1,Married,4400,3,Y,No,12,3,1,6,2,3,3,2,2,2
37,No,1440,Male,Non-Travel,Research & Development,5,2,Technical Degree,3,4,1,Laboratory Technician,3,Single,3500,0,Y,No,14,3,1,7,2,1,6,5,1,3
56,No,1441,Female,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3,1,Research Scientist,1,Married,2066,2,Y,No,22,4,4,5,3,4,3,2,1,0
47,No,1443,Female,Travel_Rarely,Research & Development,2,4,Medical,1,3,4,Research Director,3,Married,17169,3,Y,No,19,3,2,26,2,4,20,17,5,6
24,No,1445,Female,Travel_Rarely,Sales,4,1,Medical,4,3,2,Sales Executive,3,Married,4162,1,Y,Yes,12,3,3,5,3,3,5,4,0,3
32,No,1446,Male,Travel_Rarely,Sales,7,5,Marketing,4,3,2,Sales Executive,4,Married,9204,4,Y,No,12,3,3,7,3,2,4,3,0,3
34,No,1447,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,4,2,1,Laboratory Technician,2,Married,3294,5,Y,No,17,3,1,7,2,2,5,4,0,2
41,No,1448,Male,Travel_Rarely,Research & Development,5,5,Medical,2,4,1,Research Scientist,3,Married,2127,2,Y,Yes,12,3,1,7,5,2,4,2,0,3
40,No,1449,Male,Non-Travel,Research & Development,9,4,Other,3,3,2,Laboratory Technician,3,Divorced,3975,3,Y,No,11,3,3,11,2,4,8,7,0,7
31,No,1453,Male,Travel_Rarely,Sales,8,2,Life Sciences,1,3,3,Sales Executive,4,Divorced,10793,1,Y,No,18,3,1,13,5,3,13,7,9,9
46,Yes,1457,Male,Travel_Rarely,Sales,9,3,Marketing,1,3,3,Sales Executive,4,Divorced,10096,4,Y,No,11,3,1,28,1,4,7,7,4,3
39,Yes,1458,Female,Non-Travel,Research & Development,2,3,Life Sciences,1,2,1,Laboratory Technician,1,Single,3646,2,Y,Yes,23,4,2,11,2,4,1,0,0,0
31,Yes,1459,Female,Travel_Frequently,Research & Development,1,5,Life Sciences,3,4,3,Manufacturing Director,2,Single,7446,1,Y,No,11,3,1,10,2,3,10,8,4,7
45,No,1460,Male,Travel_Rarely,Research & Development,20,3,Medical,2,1,3,Healthcare Representative,1,Divorced,10851,2,Y,Yes,18,3,2,24,2,3,7,7,0,7
31,No,1461,Female,Travel_Rarely,Human Resources,8,2,Medical,4,4,1,Human Resources,2,Single,2109,9,Y,No,18,3,4,8,3,3,3,2,0,2
31,Yes,1464,Male,Travel_Frequently,Research & Development,2,3,Life Sciences,2,3,1,Laboratory Technician,4,Married,3722,6,Y,Yes,13,3,3,7,2,1,2,2,2,2
45,No,1465,Male,Travel_Rarely,Research & Development,29,3,Technical Degree,2,3,3,Manufacturing Director,4,Married,9380,4,Y,Yes,18,3,4,10,4,4,3,1,1,2
48,No,1466,Male,Travel_Rarely,Sales,7,3,Marketing,3,3,2,Sales Executive,1,Divorced,5486,4,Y,No,11,3,1,15,3,3,2,2,2,2
34,Yes,1467,Female,Travel_Rarely,Human Resources,9,4,Technical Degree,1,3,1,Human Resources,3,Married,2742,1,Y,No,15,3,4,2,0,3,2,2,2,2
40,No,1468,Male,Non-Travel,Research & Development,8,1,Medical,4,2,3,Research Director,2,Divorced,13757,2,Y,No,11,3,3,16,5,3,9,8,4,8
28,No,1469,Male,Travel_Rarely,Sales,5,3,Medical,4,3,2,Sales Executive,1,Single,8463,0,Y,No,18,3,4,6,4,3,5,4,1,3
44,No,1471,Male,Non-Travel,Research & Development,5,3,Life Sciences,3,2,1,Laboratory Technician,3,Single,3162,3,Y,No,14,3,4,7,5,3,5,2,0,3
53,No,1472,Male,Travel_Rarely,Research & Development,2,3,Medical,4,4,4,Research Director,2,Single,16598,4,Y,No,12,3,2,35,2,2,9,8,8,8
49,No,1473,Male,Travel_Rarely,Research & Development,5,4,Technical Degree,1,3,2,Healthcare Representative,3,Married,6651,2,Y,No,14,3,2,20,0,2,3,2,1,2
40,No,1474,Male,Travel_Rarely,Research & Development,2,3,Medical,3,3,1,Research Scientist,3,Divorced,2345,2,Y,No,14,3,3,8,3,4,3,1,1,2
44,No,1475,Male,Travel_Rarely,Research & Development,20,3,Life Sciences,4,3,1,Research Scientist,2,Single,3420,1,Y,No,13,3,3,6,3,2,5,2,1,3
33,No,1477,Male,Travel_Frequently,Sales,7,3,Medical,4,3,2,Sales Executive,1,Married,4373,0,Y,No,14,3,1,5,2,3,4,3,0,3
34,No,1478,Male,Travel_Rarely,Sales,3,3,Other,4,1,2,Sales Executive,1,Single,4759,3,Y,No,18,3,4,15,2,3,13,9,3,12
30,No,1479,Male,Travel_Rarely,Sales,16,1,Life Sciences,4,3,2,Sales Executive,3,Married,5301,8,Y,No,15,3,3,4,2,2,2,1,2,2
42,No,1480,Female,Travel_Frequently,Research & Development,9,2,Medical,1,3,1,Laboratory Technician,4,Single,3673,1,Y,No,13,3,3,12,3,3,12,9,5,8
44,No,1481,Female,Travel_Frequently,Sales,1,5,Marketing,1,3,2,Sales Executive,3,Married,4768,7,Y,No,12,3,3,11,4,2,1,0,0,0
30,No,1482,Male,Non-Travel,Research & Development,7,3,Technical Degree,3,3,1,Research Scientist,3,Divorced,1274,1,Y,No,13,3,2,1,2,2,1,0,0,0
57,No,1483,Male,Travel_Rarely,Research & Development,1,2,Life Sciences,2,4,2,Research Scientist,3,Married,4900,0,Y,No,24,4,1,13,2,2,12,9,2,8
49,No,1484,Male,Travel_Rarely,Research & Development,7,4,Life Sciences,3,3,3,Healthcare Representative,2,Divorced,10466,3,Y,No,14,3,2,29,3,3,8,7,0,7
34,No,1485,Male,Travel_Frequently,Research & Development,15,3,Medical,2,3,4,Research Director,1,Divorced,17007,7,Y,No,14,3,4,16,3,2,14,8,6,9
28,Yes,1486,Male,Travel_Frequently,Sales,1,3,Technical Degree,1,3,1,Sales Representative,3,Married,2909,3,Y,No,15,3,4,5,3,4,3,2,1,2
29,Yes,1487,Female,Travel_Frequently,Sales,13,3,Technical Degree,1,3,2,Sales Executive,2,Single,5765,5,Y,No,11,3,1,7,4,1,5,3,0,0
34,Yes,1489,Female,Travel_Rarely,Sales,24,4,Medical,1,2,2,Sales Executive,2,Single,4599,0,Y,Yes,23,4,3,16,2,4,15,9,10,10
35,No,1492,Male,Travel_Rarely,Sales,7,1,Life Sciences,4,3,1,Sales Representative,3,Married,2404,1,Y,No,13,3,1,1,3,3,1,0,0,0
24,Yes,1494,Male,Travel_Frequently,Research & Development,9,3,Medical,2,3,1,Laboratory Technician,1,Single,3172,2,Y,Yes,11,3,3,4,2,2,0,0,0,0
24,No,1495,Female,Non-Travel,Sales,13,2,Life Sciences,4,3,1,Sales Representative,2,Married,2033,1,Y,No,13,3,3,1,2,3,1,0,0,0
44,No,1496,Male,Travel_Frequently,Research & Development,2,1,Medical,2,3,3,Manufacturing Director,3,Single,10209,5,Y,Yes,18,3,2,16,2,2,2,2,2,2
29,No,1497,Male,Travel_Rarely,Sales,19,3,Life Sciences,3,2,2,Sales Executive,3,Divorced,8620,1,Y,No,14,3,3,10,3,3,10,7,0,4
30,No,1499,Male,Travel_Rarely,Human Resources,1,3,Life Sciences,3,3,1,Human Resources,3,Divorced,2064,0,Y,No,21,4,1,6,3,4,5,3,1,3
55,No,1501,Male,Travel_Rarely,Research & Development,4,4,Life Sciences,4,3,2,Healthcare Representative,3,Married,4035,0,Y,Yes,16,3,2,4,2,3,3,2,1,2
33,No,1502,Female,Travel_Rarely,Research & Development,4,4,Medical,1,2,1,Laboratory Technician,2,Married,3838,8,Y,No,11,3,4,8,5,3,5,4,0,2
47,No,1503,Female,Travel_Rarely,Sales,14,3,Medical,3,3,2,Sales Executive,3,Married,4591,3,Y,Yes,17,3,3,11,4,2,5,4,1,2
28,Yes,1504,Male,Travel_Frequently,Research & Development,2,2,Medical,3,2,1,Laboratory Technician,1,Single,2561,7,Y,No,11,3,3,8,2,2,0,0,0,0
28,No,1506,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2,1,Research Scientist,3,Divorced,1563,1,Y,No,14,3,4,1,2,1,1,0,0,0
28,No,1507,Male,Travel_Frequently,Sales,7,3,Life Sciences,3,3,2,Sales Executive,1,Single,4898,0,Y,No,14,3,4,5,5,3,4,2,1,3
49,No,1509,Female,Travel_Rarely,Research & Development,3,2,Medical,3,2,2,Laboratory Technician,1,Married,4789,4,Y,No,25,4,1,10,3,3,3,2,1,2
29,No,1513,Female,Travel_Frequently,Research & Development,2,1,Life Sciences,4,3,1,Laboratory Technician,2,Married,3180,0,Y,No,13,3,3,4,3,3,3,2,0,2
28,No,1514,Male,Travel_Rarely,Research & Development,29,1,Life Sciences,3,1,2,Manufacturing Director,2,Married,6549,1,Y,No,14,3,2,8,2,2,8,6,1,7
33,No,1515,Male,Travel_Rarely,Research & Development,8,5,Life Sciences,4,3,2,Healthcare Representative,3,Single,6388,2,Y,Yes,17,3,1,14,6,3,0,0,0,0
32,No,1516,Male,Travel_Rarely,Research & Development,10,3,Medical,3,3,3,Manager,4,Single,11244,2,Y,No,25,4,2,10,5,4,5,2,0,0
54,No,1520,Female,Travel_Frequently,Research & Development,11,4,Medical,2,3,4,Manager,4,Divorced,16032,3,Y,No,20,4,1,26,2,3,14,9,1,12
29,Yes,1522,Male,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2,1,Research Scientist,1,Single,2362,6,Y,No,13,3,3,11,2,1,9,7,0,7
44,No,1523,Male,Travel_Rarely,Research & Development,28,3,Life Sciences,4,3,4,Research Director,1,Married,16328,3,Y,No,13,3,3,24,1,4,20,6,14,17
39,No,1525,Female,Travel_Rarely,Research & Development,6,3,Life Sciences,2,3,3,Manufacturing Director,2,Single,8376,4,Y,No,18,3,4,9,3,3,2,0,2,2
46,No,1527,Female,Travel_Rarely,Sales,3,3,Life Sciences,3,3,4,Manager,2,Married,16606,8,Y,No,12,3,4,23,2,4,13,12,5,1
35,No,1529,Female,Travel_Rarely,Research & Development,16,3,Life Sciences,4,2,3,Healthcare Representative,2,Single,8606,1,Y,No,19,3,4,11,3,1,11,8,3,3
23,No,1533,Male,Travel_Rarely,Research & Development,20,1,Life Sciences,1,3,2,Laboratory Technician,3,Single,2272,0,Y,No,14,3,2,5,2,3,4,3,1,2
